,filename,category
0,cat.101.jpg,cat
1,dog.7632.jpg,dog
2,cat.3157.jpg,cat
3,cat.9025.jpg,cat
4,cat.8687.jpg,cat
5,dog.9272.jpg,dog
6,dog.3558.jpg,dog
7,dog.2191.jpg,dog
8,dog.12201.jpg,dog
9,dog.15.jpg,dog
10,cat.2661.jpg,cat
11,cat.9202.jpg,cat
12,cat.11213.jpg,cat
13,cat.7256.jpg,cat
14,cat.7982.jpg,cat
15,cat.2552.jpg,cat
16,cat.9536.jpg,cat
17,dog.845.jpg,dog
18,dog.587.jpg,dog
19,cat.4557.jpg,cat
20,cat.11490.jpg,cat
21,dog.6569.jpg,dog
22,cat.976.jpg,cat
23,dog.5887.jpg,dog
24,dog.9950.jpg,dog
25,cat.8364.jpg,cat
26,cat.1520.jpg,cat
27,cat.4224.jpg,cat
28,dog.1199.jpg,dog
29,dog.6367.jpg,dog
30,cat.11078.jpg,cat
31,cat.3206.jpg,cat
32,dog.5782.jpg,dog
33,dog.137.jpg,dog
34,cat.4066.jpg,cat
35,cat.4007.jpg,cat
36,cat.11393.jpg,cat
37,cat.669.jpg,cat
38,dog.8543.jpg,dog
39,cat.564.jpg,cat
40,dog.6632.jpg,dog
41,dog.7740.jpg,dog
42,cat.5120.jpg,cat
43,cat.901.jpg,cat
44,cat.7779.jpg,cat
45,cat.88.jpg,cat
46,dog.5481.jpg,dog
47,cat.10409.jpg,cat
48,dog.9862.jpg,dog
49,cat.668.jpg,cat
50,cat.9261.jpg,cat
51,dog.8381.jpg,dog
52,dog.8253.jpg,dog
53,cat.8926.jpg,cat
54,dog.720.jpg,dog
55,dog.7511.jpg,dog
56,cat.2421.jpg,cat
57,dog.2842.jpg,dog
58,cat.8194.jpg,cat
59,dog.7642.jpg,dog
60,cat.9175.jpg,cat
61,dog.4284.jpg,dog
62,cat.12029.jpg,cat
63,cat.4561.jpg,cat
64,dog.11863.jpg,dog
65,cat.680.jpg,cat
66,dog.1392.jpg,dog
67,dog.10668.jpg,dog
68,dog.2515.jpg,dog
69,dog.3766.jpg,dog
70,dog.7761.jpg,dog
71,dog.7011.jpg,dog
72,dog.5604.jpg,dog
73,dog.4827.jpg,dog
74,cat.3122.jpg,cat
75,dog.5958.jpg,dog
76,dog.2861.jpg,dog
77,dog.4050.jpg,dog
78,dog.6620.jpg,dog
79,dog.11257.jpg,dog
80,dog.955.jpg,dog
81,cat.5851.jpg,cat
82,dog.6101.jpg,dog
83,cat.8162.jpg,cat
84,cat.6920.jpg,cat
85,cat.3577.jpg,cat
86,cat.10403.jpg,cat
87,dog.12319.jpg,dog
88,cat.9169.jpg,cat
89,cat.6363.jpg,cat
90,cat.9881.jpg,cat
91,dog.10083.jpg,dog
92,cat.4460.jpg,cat
93,dog.11267.jpg,dog
94,dog.1740.jpg,dog
95,cat.10476.jpg,cat
96,cat.356.jpg,cat
97,cat.11801.jpg,cat
98,cat.5342.jpg,cat
99,cat.9295.jpg,cat
100,dog.12425.jpg,dog
101,cat.4324.jpg,cat
102,cat.9457.jpg,cat
103,dog.12368.jpg,dog
104,dog.2131.jpg,dog
105,cat.2930.jpg,cat
106,dog.8928.jpg,dog
107,cat.447.jpg,cat
108,dog.5049.jpg,dog
109,cat.5629.jpg,cat
110,dog.9421.jpg,dog
111,dog.2835.jpg,dog
112,cat.4721.jpg,cat
113,cat.5932.jpg,cat
114,dog.3247.jpg,dog
115,cat.9240.jpg,cat
116,cat.10815.jpg,cat
117,dog.11937.jpg,dog
118,dog.12326.jpg,dog
119,cat.9435.jpg,cat
120,dog.9681.jpg,dog
121,dog.2127.jpg,dog
122,dog.2802.jpg,dog
123,cat.11071.jpg,cat
124,dog.12109.jpg,dog
125,cat.3013.jpg,cat
126,dog.6219.jpg,dog
127,dog.6518.jpg,dog
128,cat.8214.jpg,cat
129,cat.1182.jpg,cat
130,dog.12066.jpg,dog
131,dog.563.jpg,dog
132,cat.11909.jpg,cat
133,cat.10895.jpg,cat
134,dog.5839.jpg,dog
135,dog.3540.jpg,dog
136,cat.5590.jpg,cat
137,dog.7784.jpg,dog
138,cat.9798.jpg,cat
139,cat.3444.jpg,cat
140,dog.10778.jpg,dog
141,dog.1639.jpg,dog
142,dog.5072.jpg,dog
143,cat.9343.jpg,cat
144,dog.1006.jpg,dog
145,dog.4879.jpg,dog
146,dog.11427.jpg,dog
147,cat.10046.jpg,cat
148,cat.9805.jpg,cat
149,dog.2873.jpg,dog
150,cat.4737.jpg,cat
151,cat.8268.jpg,cat
152,cat.10322.jpg,cat
153,cat.2525.jpg,cat
154,dog.2897.jpg,dog
155,cat.3547.jpg,cat
156,cat.2979.jpg,cat
157,cat.3474.jpg,cat
158,cat.7083.jpg,cat
159,cat.8710.jpg,cat
160,cat.613.jpg,cat
161,cat.12370.jpg,cat
162,dog.4341.jpg,dog
163,cat.8563.jpg,cat
164,cat.9443.jpg,cat
165,dog.10799.jpg,dog
166,cat.2963.jpg,cat
167,dog.12092.jpg,dog
168,dog.7130.jpg,dog
169,cat.4475.jpg,cat
170,dog.6321.jpg,dog
171,cat.7326.jpg,cat
172,dog.1465.jpg,dog
173,dog.9323.jpg,dog
174,cat.6578.jpg,cat
175,dog.3760.jpg,dog
176,cat.6397.jpg,cat
177,dog.2345.jpg,dog
178,dog.5505.jpg,dog
179,dog.518.jpg,dog
180,dog.6969.jpg,dog
181,dog.3688.jpg,dog
182,dog.3355.jpg,dog
183,cat.9040.jpg,cat
