,filename,category
0,dog.1033.jpg,dog
1,cat.4320.jpg,cat
2,cat.7639.jpg,cat
3,dog.5581.jpg,dog
4,dog.10366.jpg,dog
5,dog.11715.jpg,dog
6,cat.4860.jpg,cat
7,cat.8943.jpg,cat
8,cat.979.jpg,cat
9,dog.12441.jpg,dog
10,cat.6512.jpg,cat
11,cat.4905.jpg,cat
12,cat.2654.jpg,cat
13,cat.4223.jpg,cat
14,dog.8168.jpg,dog
15,dog.6446.jpg,dog
16,dog.1877.jpg,dog
17,dog.2222.jpg,dog
18,dog.11095.jpg,dog
19,cat.8159.jpg,cat
20,cat.8730.jpg,cat
21,cat.10167.jpg,cat
22,cat.8662.jpg,cat
23,dog.11470.jpg,dog
24,cat.104.jpg,cat
25,cat.9608.jpg,cat
26,dog.9328.jpg,dog
27,cat.7209.jpg,cat
28,dog.8024.jpg,dog
29,dog.9914.jpg,dog
30,cat.864.jpg,cat
31,cat.2729.jpg,cat
32,cat.6073.jpg,cat
33,dog.10119.jpg,dog
34,cat.2669.jpg,cat
35,cat.8986.jpg,cat
36,cat.3416.jpg,cat
37,dog.5846.jpg,dog
38,cat.2903.jpg,cat
39,cat.3147.jpg,cat
40,cat.4354.jpg,cat
41,cat.5364.jpg,cat
42,cat.5785.jpg,cat
43,dog.5270.jpg,dog
44,cat.9472.jpg,cat
45,cat.4535.jpg,cat
46,dog.4615.jpg,dog
47,dog.10943.jpg,dog
48,cat.5021.jpg,cat
49,cat.7265.jpg,cat
50,cat.11825.jpg,cat
51,cat.800.jpg,cat
52,cat.9560.jpg,cat
53,dog.6519.jpg,dog
54,dog.2975.jpg,dog
55,cat.5841.jpg,cat
56,dog.8221.jpg,dog
57,dog.12138.jpg,dog
58,dog.6129.jpg,dog
59,dog.2072.jpg,dog
60,dog.9550.jpg,dog
61,cat.168.jpg,cat
62,dog.8288.jpg,dog
63,cat.8310.jpg,cat
64,dog.9472.jpg,dog
65,dog.8951.jpg,dog
66,dog.8180.jpg,dog
67,cat.853.jpg,cat
68,dog.9432.jpg,dog
69,cat.5632.jpg,cat
70,dog.7925.jpg,dog
71,dog.10842.jpg,dog
72,cat.11603.jpg,cat
73,dog.1815.jpg,dog
74,dog.5475.jpg,dog
75,dog.8059.jpg,dog
76,dog.4168.jpg,dog
77,cat.7865.jpg,cat
78,cat.9776.jpg,cat
79,cat.5256.jpg,cat
80,dog.511.jpg,dog
81,cat.4303.jpg,cat
82,dog.11550.jpg,dog
83,cat.10284.jpg,cat
84,cat.616.jpg,cat
85,dog.5997.jpg,dog
86,dog.7010.jpg,dog
87,cat.9906.jpg,cat
88,dog.5594.jpg,dog
89,cat.4892.jpg,cat
90,dog.5938.jpg,dog
91,cat.11859.jpg,cat
92,cat.9209.jpg,cat
93,cat.1566.jpg,cat
94,dog.8549.jpg,dog
95,cat.7893.jpg,cat
96,cat.7360.jpg,cat
97,dog.11886.jpg,dog
98,cat.6840.jpg,cat
99,dog.3676.jpg,dog
100,dog.11732.jpg,dog
101,dog.11292.jpg,dog
102,cat.8384.jpg,cat
103,dog.11364.jpg,dog
104,dog.12273.jpg,dog
105,dog.3421.jpg,dog
106,cat.4784.jpg,cat
107,dog.1107.jpg,dog
108,dog.8627.jpg,dog
109,cat.7707.jpg,cat
110,cat.4825.jpg,cat
111,cat.10933.jpg,cat
112,dog.5444.jpg,dog
113,cat.6748.jpg,cat
114,dog.8246.jpg,dog
115,cat.8818.jpg,cat
116,dog.8153.jpg,dog
117,cat.4180.jpg,cat
118,cat.329.jpg,cat
119,cat.6420.jpg,cat
120,cat.9968.jpg,cat
121,cat.7680.jpg,cat
122,dog.3473.jpg,dog
123,dog.8990.jpg,dog
124,dog.0.jpg,dog
125,dog.891.jpg,dog
126,cat.2512.jpg,cat
127,cat.3473.jpg,cat
128,cat.1198.jpg,cat
129,dog.5114.jpg,dog
130,cat.180.jpg,cat
131,cat.2154.jpg,cat
132,dog.11967.jpg,dog
133,dog.2216.jpg,dog
134,dog.5911.jpg,dog
135,cat.7465.jpg,cat
136,dog.5519.jpg,dog
137,cat.4084.jpg,cat
138,dog.1026.jpg,dog
139,dog.3463.jpg,dog
140,dog.9603.jpg,dog
141,dog.5912.jpg,dog
142,cat.10156.jpg,cat
143,dog.12214.jpg,dog
144,cat.12483.jpg,cat
145,dog.10656.jpg,dog
146,dog.10021.jpg,dog
147,dog.11325.jpg,dog
148,dog.4900.jpg,dog
149,dog.7654.jpg,dog
150,dog.12151.jpg,dog
151,cat.6700.jpg,cat
152,dog.5634.jpg,dog
153,cat.6549.jpg,cat
154,cat.10949.jpg,cat
155,cat.1310.jpg,cat
156,dog.4725.jpg,dog
157,dog.8586.jpg,dog
158,cat.11977.jpg,cat
159,dog.10535.jpg,dog
160,dog.10096.jpg,dog
161,cat.8972.jpg,cat
162,dog.2269.jpg,dog
163,dog.9005.jpg,dog
164,dog.8451.jpg,dog
165,cat.8249.jpg,cat
166,cat.9899.jpg,cat
167,cat.9787.jpg,cat
168,cat.2011.jpg,cat
169,cat.11324.jpg,cat
170,dog.4624.jpg,dog
171,cat.8179.jpg,cat
172,cat.9471.jpg,cat
173,cat.3180.jpg,cat
174,cat.9690.jpg,cat
175,dog.2001.jpg,dog
176,dog.5742.jpg,dog
177,cat.10537.jpg,cat
178,cat.10106.jpg,cat
179,cat.5998.jpg,cat
180,cat.3832.jpg,cat
181,cat.8892.jpg,cat
182,dog.10895.jpg,dog
183,dog.6815.jpg,dog
184,cat.5034.jpg,cat
185,cat.4545.jpg,cat
186,dog.9493.jpg,dog
187,dog.1093.jpg,dog
